coder_id,event_id,application_id,event_date,event_date_precision,event_type,round_number,counterparty_name,counterparty_role,medium,evidence_system,evidence_id,notes
bravo,drata|sdr-remote|c1|e1,drata|sdr-remote|c1,2025-06-16,exact,submission_receipt,,unknown,,email,gmail,197794fc216fb2ec,Primary artifact for this row.
bravo,phiture|us-growth-lead-mobile-marketing-strategist|c1|e1,phiture|us-growth-lead-mobile-marketing-strategist|c1,2025-07-27,exact,submission_receipt,,unknown,,email,gmail,1984b79b760961bf,Primary artifact for this row.
bravo,replit|sales-engineer|c1|e1,replit|sales-engineer|c1,2025-07-27,exact,submission_receipt,,unknown,,email,gmail,1984b7803d828099,Primary artifact for this row.
bravo,stedi|unspecified|c1|e1,stedi|unspecified|c1,2025-07-27,exact,submission_receipt,,unknown,,email,gmail,1984b76f3129f436,Primary artifact for this row.
bravo,gtp-software|revenue-enablement-manager|c1|e1,gtp-software|revenue-enablement-manager|c1,2025-07-27,exact,submission_receipt,,unknown,,email,gmail,1984b74316b2b6d9,Primary artifact for this row.
bravo,shaped|founding-sdr|c1|e1,shaped|founding-sdr|c1,2025-07-27,exact,submission_receipt,,unknown,,email,gmail,1984b7295c12359b,Primary artifact for this row.
bravo,weave|business-development-manager|c1|e1,weave|business-development-manager|c1,2025-07-27,exact,submission_receipt,,unknown,,email,gmail,1984b6cd8216c3a8,Primary artifact for this row.
bravo,volley|unspecified|c1|e1,volley|unspecified|c1,2025-07-27,exact,submission_receipt,,unknown,,email,gmail,1984b6beef9627b2,Primary artifact for this row.
bravo,anaconda|senior-bdr|c1|e1,anaconda|senior-bdr|c1,2025-07-27,exact,submission_receipt,,unknown,,email,gmail,1984b6a766e1d92f,Primary artifact for this row.
bravo,90-seconds|unspecified|c1|e1,90-seconds|unspecified|c1,2025-07-27,exact,submission_receipt,,unknown,,email,gmail,1984b664dfc9c86d,Primary artifact for this row.
bravo,galileo|gtm-engineer|c1|e1,galileo|gtm-engineer|c1,2025-07-28,exact,submission_receipt,,unknown,,email,gmail,1985321472fcbc46,Primary artifact for this row.
bravo,hex|sdr|c1|e1,hex|sdr|c1,2025-07-31,exact,submission_receipt,,unknown,,email,gmail,1985e2fcbbc5a557,Primary artifact for this row.
bravo,inven-ai|unspecified|c1|e1,inven-ai|unspecified|c1,2025-06-11,exact,submission_receipt,,unknown,,email,gmail,19760e837eee9624,Primary artifact for this row.
bravo,inertia-growth|gtme-role|c1|e1,inertia-growth|gtme-role|c1,2025-07-26,exact,submission_receipt,,unknown,,email,gmail,19844e86afa37157,Primary artifact for this row.
bravo,smartmode-ai|unspecified|c1|e1,smartmode-ai|unspecified|c1,2025-07-18,exact,employer_ack,,unknown,,email,gmail,1981dd746a37cc50,Primary artifact for this row.
bravo,4flow|director-go-to-market-strategy|c1|e1,4flow|director-go-to-market-strategy|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,198768e9cb938b46,Primary artifact for this row.
bravo,itc-infotech|manager-business-development|c1|e1,itc-infotech|manager-business-development|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,198768c3e75ab651,Primary artifact for this row.
bravo,axon|manager-go-to-market-readiness|c1|e1,axon|manager-go-to-market-readiness|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,198768a8edd78a10,Primary artifact for this row.
bravo,fibr-ai|founding-sdr-ae|c1|e1,fibr-ai|founding-sdr-ae|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,19874ec5b07b5475,Primary artifact for this row.
bravo,ava-labs|growth-lead-core|c1|e1,ava-labs|growth-lead-core|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,19874eb54159ac4e,Primary artifact for this row.
bravo,12100-collective|seo-lead|c1|e1,12100-collective|seo-lead|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,19874e996f09c1dd,Primary artifact for this row.
bravo,infisical|founding-growth-marketer|c1|e1,infisical|founding-growth-marketer|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,19874e8276978aa8,Primary artifact for this row.
bravo,airgarage|consumer-growth-hacker|c1|e1,airgarage|consumer-growth-hacker|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,19874e6f875e3d0e,Primary artifact for this row.
bravo,sage|director-of-growth-small-role|c1|e1,sage|director-of-growth-small-role|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,19874db50c4ae6aa,Primary artifact for this row.
bravo,onboard|unspecified|c1|e1,onboard|unspecified|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,1987276c3943fd47,Primary artifact for this row.
bravo,crypto-com|product-growth-hacker-exchange-and-main-app|c1|e1,crypto-com|product-growth-hacker-exchange-and-main-app|c1,2025-08-05,exact,submission_receipt,,unknown,,email,gmail,1987abec68c6f639,Primary artifact for this row.
bravo,blackthorn-io|unspecified|c1|e1,blackthorn-io|unspecified|c1,2025-08-05,exact,submission_receipt,,unknown,,email,gmail,1987ab36c560b894,Primary artifact for this row.
bravo,ambrook|partnerships-lead|c1|e1,ambrook|partnerships-lead|c1,2025-08-06,exact,submission_receipt,,unknown,,email,gmail,1987cfcb64fc0b3c,Primary artifact for this row.
bravo,seamless-ai|sdr-remote-us|c1|e1,seamless-ai|sdr-remote-us|c1,2025-08-05,exact,submission_receipt,,unknown,,email,gmail,1987ae68b5aee0d0,Primary artifact for this row.
bravo,beckhoff-automation|sales-engineer|c1|e1,beckhoff-automation|sales-engineer|c1,2025-08-04,exact,submission_receipt,,unknown,,email,gmail,198768f7e66bbc31,Primary artifact for this row.
bravo,proteantecs|sdr|c1|e1,proteantecs|sdr|c1,2025-08-08,exact,submission_receipt,,unknown,,email,gmail,19888824d442ae2c,Primary artifact for this row.
bravo,switchyards|launch-manager|c1|e1,switchyards|launch-manager|c1,2025-08-08,exact,submission_receipt,,unknown,,email,gmail,1988b77b61974363,Primary artifact for this row.
bravo,thrivelink|healthcare-business-development-rep|c1|e1,thrivelink|healthcare-business-development-rep|c1,2025-08-05,exact,employer_ack,,unknown,,email,gmail,1987c108c41ff59d,Primary artifact for this row.
bravo,workos|gtm-engineer|c1|e1,workos|gtm-engineer|c1,2025-08-25,exact,employer_ack,,unknown,,email,gmail,198e28511c2c7be7,Primary artifact for this row.
bravo,fullsteam|senior-sales-development-representative|c1|e1,fullsteam|senior-sales-development-representative|c1,2025-09-29,exact,submission_receipt,,unknown,,email,gmail,199972ac6d0a123f,Primary artifact for this row.
bravo,insignia-collab|unspecified|c1|e1,insignia-collab|unspecified|c1,2025-11-18,exact,submission_receipt,,unknown,,email,gmail,19a965b6167b161d,Primary artifact for this row.
bravo,linear|ae-growth|c1|e1,linear|ae-growth|c1,2025-12-08,exact,submission_receipt,,unknown,,email,gmail,19afe3b978ef29ba,Primary artifact for this row.
bravo,primer|unspecified|c1|e1,primer|unspecified|c1,2025-12-09,exact,submission_receipt,,unknown,,email,gmail,19b04485943e8fdd,Primary artifact for this row.
bravo,agroknow|north-america-sales|c1|e1,agroknow|north-america-sales|c1,2025-11-25,exact,employer_ack,,unknown,,email,gmail,19aba7c991e83d06,Primary artifact for this row.
bravo,proofpoint|unspecified|c1|e1,proofpoint|unspecified|c1,2026-01-02,exact,submission_receipt,,unknown,,email,gmail,19b803c28687651e,Primary artifact for this row.
bravo,thomson-reuters|ae-tax-or-risk|c1|e1,thomson-reuters|ae-tax-or-risk|c1,2026-01-02,exact,submission_receipt,,unknown,,email,gmail,19b801325a600eb1,Primary artifact for this row.
bravo,foursquare|ae-new-business|c1|e1,foursquare|ae-new-business|c1,2026-01-02,exact,submission_receipt,,unknown,,email,gmail,19b800cded020e8f,Primary artifact for this row.
bravo,medialab-ai|unspecified|c1|e1,medialab-ai|unspecified|c1,2026-01-02,exact,submission_receipt,,unknown,,email,gmail,19b7cc5e65e62942,Primary artifact for this row.
bravo,sailpoint|account-exec-enterprise-accounts|c1|e1,sailpoint|account-exec-enterprise-accounts|c1,2026-01-03,exact,submission_receipt,,unknown,,email,gmail,19b81f2c7de63f3d,Primary artifact for this row.
bravo,beacon-software|unspecified|c1|e1,beacon-software|unspecified|c1,2026-01-26,exact,submission_receipt,,unknown,,email,gmail,19bf83553cbd0629,Primary artifact for this row.
bravo,nero|founding-engineer|c1|e1,nero|founding-engineer|c1,2026-01-07,exact,submission_receipt,,unknown,,email,gmail,19b965c7ecaf827d,Primary artifact for this row.
bravo,glytec|unspecified|c1|e1,glytec|unspecified|c1,2026-01-27,exact,employer_ack,,unknown,,email,gmail,19bfd208daa544b6,Primary artifact for this row.
bravo,micro1|ai-training-pilot-project|c1|e1,micro1|ai-training-pilot-project|c1,2026-01-14,exact,employer_ack,,unknown,,email,gmail,19bbd5c1dc792315,Primary artifact for this row.
bravo,micro1|finance-expert|c1|e1,micro1|finance-expert|c1,2026-01-21,exact,employer_ack,,unknown,,email,gmail,19bdf90e1b30ffa0,Primary artifact for this row.
bravo,verkada|enterprise-solutions-engineer-atlanta|c1|e1,verkada|enterprise-solutions-engineer-atlanta|c1,2026-02-04,exact,submission_receipt,,unknown,,email,gmail,19c2849b7457a18e,Primary artifact for this row.
bravo,manifold|growth-marketing-manager|c1|e1,manifold|growth-marketing-manager|c1,2026-02-06,exact,submission_receipt,,unknown,,email,gmail,19c30a63128e9d4e,Primary artifact for this row.
bravo,aicro|gtm-engineering-team-lead|c1|e1,aicro|gtm-engineering-team-lead|c1,2026-02-06,exact,submission_receipt,,unknown,,email,gmail,19c314590d03fe1c,Primary artifact for this row.
bravo,gather-ai|gtm-engineer|c1|e1,gather-ai|gtm-engineer|c1,2026-02-09,exact,submission_receipt,,unknown,,email,gmail,19c405de94390d83,Primary artifact for this row.
bravo,gitlab|gtm-planning-and-operations-analyst|c1|e1,gitlab|gtm-planning-and-operations-analyst|c1,2026-02-10,exact,submission_receipt,,unknown,,email,gmail,19c49ec3a2733b19,Primary artifact for this row.
bravo,ambrook|business-operations-lead|c1|e1,ambrook|business-operations-lead|c1,2026-02-11,exact,submission_receipt,,unknown,,email,gmail,19c4aed736a76871,Primary artifact for this row.
bravo,unknown-wilsonhcg|outbound-sales-consultant-iii|c1|e1,unknown-wilsonhcg|outbound-sales-consultant-iii|c1,2026-02-13,exact,submission_receipt,,unknown,,email,gmail,19c54cd5aa16fc0d,Primary artifact for this row.
bravo,testgorilla|go-to-market-engineer|c1|e1,testgorilla|go-to-market-engineer|c1,2026-02-20,exact,submission_receipt,,unknown,,email,gmail,19c7cb89ca3f84c5,Primary artifact for this row.
bravo,smeetz|gtm-engineer|c1|e1,smeetz|gtm-engineer|c1,2026-02-20,exact,submission_receipt,,unknown,,email,gmail,19c7c6278e50d7ad,Primary artifact for this row.
bravo,sentilink|go-to-market-strategy-analyst|c1|e1,sentilink|go-to-market-strategy-analyst|c1,2026-02-23,exact,submission_receipt,,unknown,,email,gmail,19c8bb6dffb8003a,Primary artifact for this row.
bravo,beautiful-ai|unspecified|c1|e1,beautiful-ai|unspecified|c1,2026-03-08,exact,submission_receipt,,unknown,,email,gmail,19ccb2322bf41b13,Primary artifact for this row.
bravo,anthropic|software-engineer-business-technology|c1|e1,anthropic|software-engineer-business-technology|c1,2026-03-08,exact,submission_receipt,,unknown,,email,gmail,19ccb1821c91f6e0,Primary artifact for this row.
bravo,virtru|director-of-go-to-market-ai|c1|e1,virtru|director-of-go-to-market-ai|c1,2026-03-09,exact,submission_receipt,,unknown,,email,gmail,19cd373c4ed544d6,Primary artifact for this row.
bravo,hypergen|gtm-engineer|c1|e1,hypergen|gtm-engineer|c1,2026-03-11,exact,submission_receipt,,unknown,,email,gmail,19cdd6fb062a3cd8,Primary artifact for this row.
bravo,glean|gtm-engineer-marketing|c1|e1,glean|gtm-engineer-marketing|c1,2026-03-23,exact,submission_receipt,,unknown,,email,gmail,19d185126c9a8d51,Primary artifact for this row.
bravo,orchestry|gtm-engineer-sales|c1|e1,orchestry|gtm-engineer-sales|c1,2026-03-24,exact,submission_receipt,,unknown,,email,gmail,19d1d7f5546fef70,Primary artifact for this row.
bravo,mento|gtm-engineer|c1|e1,mento|gtm-engineer|c1,2026-03-24,exact,submission_receipt,,unknown,,email,gmail,19d1d7963478c31c,Primary artifact for this row.
bravo,lumenalta|unspecified|c1|e1,lumenalta|unspecified|c1,2026-03-24,exact,submission_receipt,,unknown,,email,gmail,19d1d60ce6d16048,Primary artifact for this row.
bravo,pinterest|apprentice-engineer|c1|e1,pinterest|apprentice-engineer|c1,2026-03-25,exact,submission_receipt,,unknown,,email,gmail,19d2273d2d508ca1,Primary artifact for this row.
bravo,adapt|gtm-engineer-revops-lead|c1|e1,adapt|gtm-engineer-revops-lead|c1,2026-03-27,exact,submission_receipt,,unknown,,email,gmail,19d305c5bd7e45ef,Primary artifact for this row.
bravo,pandadoc|gtm-engineer|c1|e1,pandadoc|gtm-engineer|c1,2026-03-30,exact,submission_receipt,,unknown,,email,gmail,19d3f0236cb930e4,Primary artifact for this row.
bravo,tiger-data|gtm-ai-engineer|c1|e1,tiger-data|gtm-ai-engineer|c1,2026-03-30,exact,submission_receipt,,unknown,,email,gmail,19d3f415525c9364,Primary artifact for this row.
bravo,vercel|gtm-engineer|c1|e1,vercel|gtm-engineer|c1,2026-03-30,exact,submission_receipt,,unknown,,email,gmail,19d3f09c5fd55395,Primary artifact for this row.
bravo,tapcheck|unspecified|c1|e1,tapcheck|unspecified|c1,2026-03-30,exact,submission_receipt,,unknown,,email,gmail,19d3f065b6c86f9d,Primary artifact for this row.
bravo,roboflow|revops-gtm-engineer|c1|e1,roboflow|revops-gtm-engineer|c1,2026-03-30,exact,submission_receipt,,unknown,,email,gmail,19d3f0327312df05,Primary artifact for this row.
bravo,g2|gtm-engineer|c1|e1,g2|gtm-engineer|c1,2026-03-30,exact,submission_receipt,,unknown,,email,gmail,19d3efd2db98f59f,Primary artifact for this row.
bravo,dagster-labs|gtm-engineer|c1|e1,dagster-labs|gtm-engineer|c1,2026-03-30,exact,submission_receipt,,unknown,,email,gmail,19d3ef8798237401,Primary artifact for this row.
bravo,unstructured|gtm-engineer-operations|c1|e1,unstructured|gtm-engineer-operations|c1,2026-03-30,exact,submission_receipt,,unknown,,email,gmail,19d3ebf796ee1523,Primary artifact for this row.
bravo,phrasiq|unspecified|c1|e1,phrasiq|unspecified|c1,2026-03-31,exact,submission_receipt,,unknown,,email,gmail,19d453fe2506a0f5,Primary artifact for this row.
bravo,jobright-ai|product-manager-early-career|c1|e1,jobright-ai|product-manager-early-career|c1,2026-03-31,exact,submission_receipt,,unknown,,email,gmail,19d44dbbde83f037,Primary artifact for this row.
bravo,disqo|gtm-engineer|c1|e1,disqo|gtm-engineer|c1,2026-03-31,exact,submission_receipt,,unknown,,email,gmail,19d45d67bebea78a,Primary artifact for this row.
bravo,boulevard|gtm-engineer|c1|e1,boulevard|gtm-engineer|c1,2026-03-31,exact,submission_receipt,,unknown,,email,gmail,19d45fc7e04c3dc4,Primary artifact for this row.
bravo,brand-ai|gtme|c1|e1,brand-ai|gtme|c1,2026-04-02,exact,submission_receipt,,unknown,,email,gmail,19d4e5e256da787a,Primary artifact for this row.
bravo,companycam|gtm-systems-engineer|c1|e1,companycam|gtm-systems-engineer|c1,2026-04-03,exact,submission_receipt,,unknown,,email,gmail,19d539acd9491585,Primary artifact for this row.
bravo,fixify|gtm-engineer-contract|c1|e1,fixify|gtm-engineer-contract|c1,2026-04-03,exact,submission_receipt,,unknown,,email,gmail,19d539197b0eccec,Primary artifact for this row.
bravo,pearl|lead-gtm-engineer|c1|e1,pearl|lead-gtm-engineer|c1,2026-04-06,exact,submission_receipt,,unknown,,email,gmail,19d639bd2d75a64a,Primary artifact for this row.
bravo,valsoft|gtm-engineer|c1|e1,valsoft|gtm-engineer|c1,2026-04-06,exact,submission_receipt,,unknown,,email,gmail,19d6386d8b135dd0,Primary artifact for this row.
bravo,payabli|gtm-engineer|c1|e1,payabli|gtm-engineer|c1,2026-04-06,exact,submission_receipt,,unknown,,email,gmail,19d6374d64714d79,Primary artifact for this row.
bravo,wrapbook|gtm-systems-engineer|c1|e1,wrapbook|gtm-systems-engineer|c1,2026-04-06,exact,submission_receipt,,unknown,,email,gmail,19d636da39acd54c,Primary artifact for this row.
bravo,appgate|gtm-engineer|c1|e1,appgate|gtm-engineer|c1,2026-04-06,exact,submission_receipt,,unknown,,email,gmail,19d630a32187eb2b,Primary artifact for this row.
bravo,sardine|gtm-engineer|c1|e1,sardine|gtm-engineer|c1,2026-04-06,exact,submission_receipt,,unknown,,email,gmail,19d6306f81d1fff8,Primary artifact for this row.
bravo,solv-health|unspecified|c1|e1,solv-health|unspecified|c1,2026-04-06,exact,submission_receipt,,unknown,,email,gmail,19d63017a38b1d93,Primary artifact for this row.
bravo,unframe|gtm-engineer|c1|e1,unframe|gtm-engineer|c1,2026-04-06,exact,submission_receipt,,unknown,,email,gmail,19d6301094a74ba5,Primary artifact for this row.
bravo,rula|gtm-engineer-remote|c1|e1,rula|gtm-engineer-remote|c1,2026-04-06,exact,submission_receipt,,unknown,,email,gmail,19d62ff8d5126fb6,Primary artifact for this row.
bravo,liatrio|gtm-revops-engineer|c1|e1,liatrio|gtm-revops-engineer|c1,2026-04-05,exact,submission_receipt,,unknown,,email,gmail,19d5ec03888c1dd9,Primary artifact for this row.
bravo,bx-studio|unspecified|c1|e1,bx-studio|unspecified|c1,2026-04-08,exact,submission_receipt,,unknown,,email,gmail,19d6bb0d0e645a4a,Primary artifact for this row.
bravo,sur|ai-revenue-engineer|c1|e1,sur|ai-revenue-engineer|c1,2026-04-09,exact,submission_receipt,,unknown,,email,gmail,19d7311fcb46666b,Primary artifact for this row.
bravo,langchain|gtm-engineer|c1|e1,langchain|gtm-engineer|c1,2026-04-10,exact,submission_receipt,,unknown,,email,gmail,19d7586f3104286a,Primary artifact for this row.
bravo,ontra|unspecified|c1|e1,ontra|unspecified|c1,2026-04-10,exact,submission_receipt,,unknown,,email,gmail,19d76be5511647d3,Primary artifact for this row.
bravo,redis|gtm-engineer|c1|e1,redis|gtm-engineer|c1,2026-04-10,exact,submission_receipt,,unknown,,email,gmail,19d76c3b3e2ae594,Primary artifact for this row.
bravo,auctane|pre-sales-engineer|c1|e1,auctane|pre-sales-engineer|c1,2026-04-10,exact,submission_receipt,,unknown,,email,gmail,19d76cd69aa1a5ff,Primary artifact for this row.
bravo,cresta|gtm-engineer|c1|e1,cresta|gtm-engineer|c1,2026-04-10,exact,submission_receipt,,unknown,,email,gmail,19d76d01aa417859,Primary artifact for this row.
bravo,airops|growth-engineer|c1|e1,airops|growth-engineer|c1,2026-04-10,exact,submission_receipt,,unknown,,email,gmail,19d76ecf6a22732c,Primary artifact for this row.
bravo,rollstack|ai-growth-hacker|c1|e1,rollstack|ai-growth-hacker|c1,2026-04-10,exact,submission_receipt,,unknown,,email,gmail,19d782b522666c50,Primary artifact for this row.
bravo,teleport|gtm-engineer|c1|e1,teleport|gtm-engineer|c1,2026-04-14,exact,submission_receipt,,unknown,,email,gmail,19d89d00fa4cd01e,Primary artifact for this row.
bravo,unknown-saveurdays-com|unspecified|c1|e1,unknown-saveurdays-com|unspecified|c1,2026-04-11,exact,submission_receipt,,unknown,,email,gmail,19d7da158589ce88,Primary artifact for this row.
bravo,montauk-capital|head-of-commercial|c1|e1,montauk-capital|head-of-commercial|c1,2026-04-01,exact,employer_ack,,unknown,,email,gmail,19d48a4c443ee08c,Primary artifact for this row.
bravo,every|gtm-engineer|c1|e1,every|gtm-engineer|c1,2026-04-20,exact,submission_receipt,,unknown,,email,gmail,19dab8026601594d,Primary artifact for this row.
bravo,fossa|unspecified|c1|e1,fossa|unspecified|c1,2026-04-22,exact,submission_receipt,,unknown,,email,gmail,19db79c8ee22ec32,Primary artifact for this row.
bravo,trase|gtm-engineer-healthcare|c1|e1,trase|gtm-engineer-healthcare|c1,2026-04-27,exact,submission_receipt,,unknown,,email,gmail,19dccd718095daa6,Primary artifact for this row.
bravo,oxos-medical|gtm-engineer|c1|e1,oxos-medical|gtm-engineer|c1,2026-04-27,exact,submission_receipt,,unknown,,email,gmail,19dccd63689d53b4,Primary artifact for this row.
bravo,wallstreetquants|unspecified|c1|e1,wallstreetquants|unspecified|c1,2026-04-17,exact,submission_receipt,,unknown,,email,gmail,19d99de120567117,Primary artifact for this row.
bravo,10x-genomics|unspecified|c1|e1,10x-genomics|unspecified|c1,2026-05-02,exact,submission_receipt,,unknown,,email,gmail,19de744df3cc8058,Primary artifact for this row.
bravo,spider-cloud|growth-lead|c1|e1,spider-cloud|growth-lead|c1,2026-05-03,exact,submission_receipt,,unknown,,email,gmail,19deeeb2c2f91f78,Primary artifact for this row.
bravo,practical-prospecting|unspecified|c1|e1,practical-prospecting|unspecified|c1,2026-05-20,exact,submission_receipt,,unknown,,email,gmail,19e464b4cc0113a9,Primary artifact for this row.
bravo,fossa|unspecified|c2|e1,fossa|unspecified|c2,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e484115163beb9,Primary artifact for this row.
bravo,airtable|gtm-engineer|c1|e1,airtable|gtm-engineer|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e483d68ffad276,Primary artifact for this row.
bravo,tractian|senior-gtm-engineer-hubspot|c1|e1,tractian|senior-gtm-engineer-hubspot|c1,2026-05-19,exact,submission_receipt,,unknown,,email,gmail,19e4291127b40a17,Primary artifact for this row.
bravo,tractian|sales-engineer-automation|c1|e1,tractian|sales-engineer-automation|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e48a2ceaaaf575,Primary artifact for this row.
bravo,nice|ai-solution-strategist|c1|e1,nice|ai-solution-strategist|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e488224ece6bbd,Primary artifact for this row.
bravo,nebius|director-gtm-physical-ai|c1|e1,nebius|director-gtm-physical-ai|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e48813db65a1ed,Primary artifact for this row.
bravo,dbeaver|gtm-engineer|c1|e1,dbeaver|gtm-engineer|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e4859d61d1fb64,Primary artifact for this row.
bravo,apartmentiq|unspecified|c1|e1,apartmentiq|unspecified|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e48830325dab6d,Primary artifact for this row.
bravo,deepgram|gtm-engineer|c1|e1,deepgram|gtm-engineer|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e4885d926c2eef,Primary artifact for this row.
bravo,telnyx|unspecified|c1|e1,telnyx|unspecified|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e4887929bac69d,Primary artifact for this row.
bravo,vitalsource|ai-enablement-lead|c1|e1,vitalsource|ai-enablement-lead|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e489445bf1588b,Primary artifact for this row.
bravo,colab-software|sales-engineer|c1|e1,colab-software|sales-engineer|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e48971b300d9ad,Primary artifact for this row.
bravo,pindrop|gtm-systems-platform-specialist|c1|e1,pindrop|gtm-systems-platform-specialist|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e48980896f8941,Primary artifact for this row.
bravo,applied-systems|sales-enablement-gtm-readiness-lead|c1|e1,applied-systems|sales-enablement-gtm-readiness-lead|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e48a0f793edaa7,Primary artifact for this row.
bravo,onit|sales-engineer|c1|e1,onit|sales-engineer|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e4b49694584b22,Primary artifact for this row.
bravo,servicetrade|unspecified|c1|e1,servicetrade|unspecified|c1,2026-05-21,exact,submission_receipt,,unknown,,email,gmail,19e4b44fc00eaf2e,Primary artifact for this row.
bravo,speechify|go-to-market-engineer-atlanta|c1|e1,speechify|go-to-market-engineer-atlanta|c1,2026-05-25,exact,submission_receipt,,unknown,,email,gmail,19e5eab99cdf81af,Primary artifact for this row.
bravo,evenup|ai-adoption-manager-southeast|c1|e1,evenup|ai-adoption-manager-southeast|c1,2026-05-25,exact,submission_receipt,,unknown,,email,gmail,19e5dd62d00d3326,Primary artifact for this row.
bravo,apollo-io|unspecified|c1|e1,apollo-io|unspecified|c1,2026-05-28,exact,submission_receipt,,unknown,,email,gmail,19e6c874ef395028,Primary artifact for this row.
bravo,huzzle|gtm-engineer|c1|e1,huzzle|gtm-engineer|c1,2026-06-04,exact,submission_receipt,,unknown,,email,gmail,19e9214f255608aa,Primary artifact for this row.
bravo,adaptive6|sales-engineer|c1|e1,adaptive6|sales-engineer|c1,2026-06-04,exact,submission_receipt,,unknown,,email,gmail,19e920eb6b7b55f0,Primary artifact for this row.
bravo,4mindsai|gtm-engineer|c1|e1,4mindsai|gtm-engineer|c1,2026-06-04,exact,submission_receipt,,unknown,,email,gmail,19e91037278affa0,Primary artifact for this row.
bravo,revspring|lead-agentic-operations-gtm-engineering|c1|e1,revspring|lead-agentic-operations-gtm-engineering|c1,2026-06-04,exact,submission_receipt,,unknown,,email,gmail,19e91027e41faf49,Primary artifact for this row.
